"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명"
"3230000","PHMA220023230034021201573","2002-01-07","          ","03","폐업","03","폐업","2016-03-17","          ","          ","02-419-2811","133.95","138-915   ","서울특별시 송파구 잠실동 40번지 1호 롯데월드스포츠센터 7층","서울특별시 송파구 올림픽로 240, 7층 (잠실동, 롯데월드스포츠센터))","05554","가인치과병원","2016-03-17 15:10:20","I","2026-03-10 22:01:04","치과병원","208589.363343145    ","445455.90405262     ","치과병원","2","0","0","133.950000000","101 201 204 207 210 202 205 208 203 206 209","내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과"
"3230000","PHMA220123230034021200001","2012-03-12","          ","03","폐업","03","폐업","2023-08-01","          ","          ","02-1644-2119","2943.47","          ","서울특별시 송파구 석촌동 14번지 10호 어깨동무빌딩","서울특별시 송파구 백제고분로 283, 어깨동무빌딩 (석촌동)","05613","올림픽병원","2026-01-27 16:26:39","I","2026-03-10 22:01:52","병원","208596.024749829    ","444510.670896851    ","병원","7","33","99","2943.470000000","101 104 105 106 109 114 116","내과, 외과, 정형외과, 신경외과, 마취통증의학과, 피부과, 영상의학과"
"3230000","PHMA219993230034021201561","1999-10-30","          ","01","영업/정상","13","영업중","          ","          ","          ","02-431-3521","255.35","          ","","서울특별시 송파구 중대로 68 (문정동, 훼밀리샤르망 505호)","05833","수치과병원","2025-11-03 17:13:12","I","2026-03-10 22:01:03","치과병원","210226.697751848    ","443267.228806217    ","치과병원","1","0","0","255.350000000","411 410 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 구강병리과, 예방치과"
"3230000","PHMA219983230034021201560","1998-12-05","          ","03","폐업","03","폐업","2014-01-24","          ","          ","02-406-3580","1223.59","138-120   ","서울특별시 송파구 마천동 42번지 7호","서울특별시 송파구 거마로 68 (마천동)","     ","의료법인장원의료재단송파성모병원","2014-07-31 17:22:35","I","2026-03-10 22:01:02","병원","212953.210261522    ","444076.558907464    ","병원","3","16","60","1223.590000000","101 111 105 106 104 114 115 113 109","내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과"
"3230000","PHMA219983230034021201557","1998-06-05","          ","01","영업/정상","13","영업중","          ","          ","          ","02-405-8500","6957.17","          ","","서울특별시 송파구 오금로 290 (가락동)","05700","서울병원","2026-01-21 10:05:28","I","2026-03-10 22:00:32","병원","210957.431412735    ","444640.816145501    ","병원","50","30","93","6957.170000000","412 124 118 116 110 109 108 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 영상의학과, 병리과, 직업환경의학과, 통합치의학과"
"3230000","PHMA219983230034021201575","1998-04-07","          ","01","영업/정상","13","영업중","          ","          ","          ","02-508-2700","2220.47","          ","서울특별시 송파구 풍납동 496-5 서울초이스병원","서울특별시 송파구 올림픽로 579, 서울초이스병원 지하2층~지상5층 (풍납동)","05520","의료법인정애의료재단서울초이스병원","2026-01-30 11:09:59","I","2026-03-10 22:01:00","병원","210641.609053069    ","447960.007314417    ","병원","17","19","44","2220.470000000","105 109 116","정형외과, 마취통증의학과, 영상의학과"
"3230000","PHMA219983230034021201568","1998-03-30","          ","01","영업/정상","13","영업중","          ","          ","          ","02-2147-6000","4875.62","          ","서울특별시 송파구 석촌동 174번지 13호 한솔병원","서울특별시 송파구 송파대로 445, 한솔병원 (석촌동)","05616","한솔병원","2026-01-21 09:57:40","I","2026-03-10 22:01:09","병원","209295.368139314    ","444879.115591176    ","병원","62","27","60","4875.620000000","101 104 109 116 122 401","내과, 외과, 마취통증의학과, 영상의학과, 가정의학과, 치과"
"3230000","PHMA219973230034021201571","1997-12-20","          ","03","폐업","03","폐업","2021-02-10","          ","          ","02-3432-0071","255.35","          ","","서울특별시 송파구 올림픽로 289, 3층 (신천동)","05510","시그마치과병원","2021-02-10 14:12:47","I","2026-03-10 22:00:20","치과병원","208994.017991356    ","445826.545566831    ","치과병원","1","0","0","255.350000000","101","내과"
"3230000","PHMA220113230034021200002","2011-09-27","          ","01","영업/정상","13","영업중","          ","          ","          ","02-1544-3049","2082.53","          ","서울특별시 송파구 거여동 559번지 5호 삼원빌딩","서울특별시 송파구 오금로 488, 삼원빌딩 (거여동)","05772","송파온요양병원","2026-01-30 11:06:28","I","2026-03-10 22:01:43","요양병원(일반요양병원)","212568.79253158     ","443483.209201758    ","요양병원(일반요양병원)","13","29","136","2082.530000000","101 102 104 105 120 122 301 302 303 304 305 306 307 308 309","내과, 신경과, 외과, 정형외과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과"
"3230000","PHMA219823230034021201567","1982-04-27","          ","03","폐업","03","폐업","2009-03-30","2009-02-02","2009-04-30","02-414-7754","6672.85","138-180   ","서울특별시 송파구 삼전동 9번지 3,4,10호","","     ","잠실병원","2014-12-15 14:23:28","I","2026-03-10 22:00:53","병원","                    ","                    ","병원","4","60","212","6672.850000000","101","내과"
"3230000","PHMA220203230034021200001","2020-04-24","          ","03","폐업","03","폐업","2024-06-10","          ","          ","02-573-9573","2119.57","          ","","서울특별시 송파구 삼학사로 53, 태영빌딩 (삼전동)","05585","서울연세한방병원","2024-08-26 11:08:38","I","2026-03-10 22:00:36","한방병원","208477.775692904    ","444434.523206585    ","한방병원","23","26","84","2119.570000000","301 101","내과, 한방내과"
"3230000","PHMA219713230034021201559","1971-02-20","          ","01","영업/정상","13","영업중","          ","          ","          ","02-3400-1114","29876.5","          ","","서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)","05715","경찰병원","2026-01-21 09:40:30","I","2026-03-10 22:01:41","종합병원","210849.897330572    ","443789.337035202    ","종합병원","352","98","320","29876.500000000","101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 118 119 120 122 125 403 406","내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 치과보철과, 치주과"
"3230000","PHMA220233230034021200001","2023-10-05","          ","01","영업/정상","13","영업중","          ","          ","          ","1811-6235","2433.45","          ","서울특별시 송파구 풍납동 269-3 지하1~지상5층","서울특별시 송파구 토성로 20, 다보라 지하1~5층 (풍납동)","05535","서울동행한방병원","2026-03-04 11:12:31","I","2026-03-10 22:01:23","한방병원","209893.622034457    ","447594.355412552    ","한방병원","14","22","60","2433.450000000","308 307 306 305 304 303 302 301 122 120","재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
"3230000","PHMA220123230034021200004","2012-09-12","          ","03","폐업","03","폐업","2018-05-16","          ","          ","","1769.07","          ","","서울특별시 송파구 마천로 238 (마천동, 윤진프라자타워)","05737","송파마음요양병원","2019-01-03 14:30:11","I","2026-03-10 22:01:51","요양병원(일반요양병원)","212643.860107402    ","444170.320122251    ","요양병원(일반요양병원)","20","17","145","1769.070000000","101 102 104 105 122 301 308","내과, 신경과, 외과, 정형외과, 가정의학과, 한방내과, 침구과"
"3230000","PHMA220223230034021200004","2022-12-02","          ","03","폐업","03","폐업","2024-08-11","          ","          ","02-501-1652","2325.25","          ","서울특별시 송파구 가락동 48-3 지하2층~지상7층","서울특별시 송파구 송이로 81, 지하2~지상7층 (가락동)","05706","리워크병원","2024-09-10 16:22:44","I","2026-03-10 22:01:21","병원","210574.037898234    ","444069.184552292    ","병원","18","26","60","2325.250000000","308 306 301 122 120 119 116 101","내과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 한방내과, 한방재활의학과, 침구과"
"3230000","PHMA220223230034021200003","2022-10-28","          ","03","폐업","03","폐업","2023-12-11","          ","          ","02-6223-8275","1689.26","          ","서울특별시 송파구 삼전동 72-2 SH타워 2~8층","서울특별시 송파구 백제고분로 252, SH타워 2~8층 (삼전동)","05584","바른걸음병원","2023-12-14 16:01:41","I","2026-03-10 22:01:24","병원","208267.150895889    ","444458.879184368    ","병원","14","15","41","1689.260000000","116 106 105","정형외과, 신경외과, 영상의학과"
"3230000","PHMA220133230034021200002","2013-09-03","          ","01","영업/정상","13","영업중","          ","          ","          ","02-1661-3379","2416.32","          ","서울특별시 송파구 잠실동 175-6 J타워","서울특별시 송파구 올림픽로 76, J타워 3~7층 (잠실동)","05556","선수촌병원","2026-01-21 10:03:56","I","2026-03-10 22:01:32","병원","206916.75835        ","445485.4447736      ","병원","43","13","53","2416.320000000","105 106 109 120","정형외과, 신경외과, 마취통증의학과, 재활의학과"
"3230000","PHMA220173230034021200004","2017-06-26","          ","03","폐업","03","폐업","2018-09-17","          ","          ","02-3432-8269","1014.25","          ","서울특별시 송파구 석촌동 52번지 9호","서울특별시 송파구 송파대로49길 37 (석촌동, 2층~5층)","05611","프리허그한방병원","2019-01-03 14:31:51","I","2026-03-10 22:02:00","한방병원","208811.420433477    ","444897.909426655    ","한방병원","4","13","30","1014.250000000","308 307 306 305 304 303 302 301 114 113 101","내과, 이비인후과, 피부과, 한방내과, 한방부인과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
"3230000","PHMA220153230034021200002","2015-04-21","          ","01","영업/정상","13","영업중","          ","          ","          ","02-1577-0007","3203.32","          ","서울특별시 송파구 문정동 634 가든파이브라이프 10층  L-10001~4, L-10006~8호","서울특별시 송파구 충민로 66, 가든파이브라이프 10층 L-10001~4,L-10006~8호 (문정동)","05838","잠실자생한방병원","2026-05-19 17:35:58","U","2026-05-20 03:03:03","한방병원","210986.460698452    ","441725.293491662    ","한방병원","48","18","60","3203.320000000","101 116 301 302 303 304 305 306 308","내과, 영상의학과, 한방내과, 한방부인과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 한방재활의학과, 침구과"
"3230000","PHMA220143230034021200005","2014-11-17","          ","01","영업/정상","13","영업중","          ","          ","          ","02-487-8275","185","          ","서울특별시 송파구 신천동 11-7 사단법인 서울특별시 교통회관","서울특별시 송파구 올림픽로 319, 사단법인 서울특별시 교통회관 2층 (신천동)","05510","케이치과병원","2024-08-26 14:08:56","I","2026-03-10 22:01:13","치과병원","209243.169349927    ","445935.092530909    ","치과병원","1","0","0","185.000000000","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과"
"3230000","PHMA220173230034021200003","2017-04-07","          ","01","영업/정상","13","영업중","          ","          ","          ","02-2284-2001","4921.19","          ","서울특별시 송파구 송파동 135번지 3호 4,14,15","서울특별시 송파구 백제고분로 436 (송파동, 서재곤링커병원)","05662","서재곤링커병원","2026-01-21 09:59:31","I","2026-03-10 22:01:59","병원","209831.135259298    ","445251.270608881    ","병원","38","22","66","4921.190000000","116 109 106 105 101","내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
"3230000","PHMA220083230034021201569","2008-07-15","          ","03","폐업","03","폐업","2014-04-28","          ","          ","02-2202-8288","2956.94","138-170   ","서울특별시 송파구 송파동 20번지 7호","서울특별시 송파구 백제고분로 405 (송파동)","     ","필립요양병원","2014-05-20 16:49:10","I","2026-03-10 22:01:39","요양병원(일반요양병원)","209627.926977957    ","445033.492693013    ","요양병원(일반요양병원)","32","0","134","2956.940000000","120 101 122 102 105","내과, 신경과, 정형외과, 재활의학과, 가정의학과"
"3230000","PHMA220083230034021201555","2008-01-03","          ","03","폐업","03","폐업","2009-03-23","          ","          ","02-407-7700","888","138-160   ","서울특별시 송파구 가락동 159번지 7호 지하1층,5,6층","","     ","행파노인전문병원","2009-11-18 09:58:29","I","2026-03-10 22:01:37","요양병원(노인병원)","                    ","                    ","요양병원(노인병원)","1","16","41","888.000000000","104 104 105 108 108 111 113 114 115 116 120 119 109","외과, 정형외과, 성형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과"
"3230000","PHMA220083230034021201554","2008-01-02","          ","01","영업/정상","13","영업중","          ","          ","          ","02-407-7700","3429.02","          ","","서울특별시 송파구 송이로 76, 뉴스타트병원 (가락동)","05707","뉴스타트병원","2026-01-30 11:09:24","I","2026-03-10 22:00:34","병원","210493.764941542    ","444103.26092079     ","병원","20","47","150","3429.020000000","116 111 109 108 106 105 104 101","내과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 영상의학과"
"3230000","PHMA220093230034021200001","2009-10-06","          ","01","영업/정상","13","영업중","          ","          ","          ","1899-2225","3867.8","138-171   ","서울특별시 송파구 송파1동 20번지 8호 지하2층~지상7층","서울특별시 송파구 백제고분로 407 (송파동, 지하 2층~7층)","05621","강남힘찬병원","2026-06-05 14:13:05","U","2026-06-06 03:03:03","병원","209641.102325061    ","445051.638159851    ","병원","25","18","79","3867.800000000","101 106 105 109 116 119","내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 진단검사의학과"
"3230000","PHMA219963230034021201572","1996-05-08","          ","03","폐업","03","폐업","2011-10-19","          ","          ","02-3401-2211","1688.76","138-130   ","서울특별시 송파구 오금동 77번지 16호","서울특별시 송파구 마천로15길 6 (오금동)","     ","인애가한방병원","2023-02-14 14:11:16","I","2026-03-10 22:00:58","한방병원","211904.841771888    ","444786.261129374    ","한방병원","17","0","55","1688.760000000","101 301 304 303 305 308 306","내과, 한방내과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 한방재활의학과, 침구과"
"3230000","PHMA219933230034021201562","1993-01-09","          ","01","영업/정상","13","영업중","          ","          ","          ","02-443-7575","958.25","          ","","서울특별시 송파구 문정로 65, 인애가한방병원 1,2,4,5,6층 (문정동)","05797","의료법인일맥의료재단 송파인애가한방병원","2026-04-29 18:17:31","U","2026-04-30 03:03:03","한방병원","211382.026862476    ","442795.708066717    ","한방병원","12","13","31","958.250000000","301 302 303 304 305 308","한방내과, 한방부인과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 침구과"
"3230000","PHMA219893230034021201574","1989-05-20","          ","01","영업/정상","13","영업중","          ","          ","          ","02-3010-3114","547487.24","          ","서울특별시 송파구 풍납동 388번지 1호 서울아산병원","서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)","05505","재단법인아산사회복지재단 서울아산병원","2026-03-04 09:25:25","I","2026-03-10 22:01:28","종합병원","209607.590372037    ","447120.577229325    ","종합병원","6395","989","2446","547487.240000000","101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 122 123 125 402 403 404 405 406 407","내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과"
"3230000","PHMA220113230034021200001","2011-07-19","          ","03","폐업","03","폐업","2013-01-15","2012-11-11","2013-02-10","","1404.12","138-814   ","서울특별시 송파구 거여2동 37번지","서울특별시 송파구 오금로 513 (거여동, 위례빌딩 2,3,4,5,6,7,8층)","     ","굿조인트병원","2014-07-25 14:20:09","I","2026-03-10 22:01:45","병원","212831.033281342    ","443457.104592042    ","병원","7","16","62","1404.120000000","101 104 105 106 109 114 115 116 120 122 124 125","내과, 외과, 정형외과, 신경외과, 마취통증의학과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과"
"3230000","PHMA219923230034021201570","1992-12-05","          ","03","폐업","03","폐업","2009-02-28","          ","          ","02-425-3451","3666.13","138-170   ","서울특별시 송파구 송파동 20번지 8호","","     ","경원대부속서울한방병원","2009-03-03 17:38:51","I","2026-03-10 22:00:55","한방병원","                    ","                    ","한방병원","20","0","72","3666.130000000","101","내과"
"3230000","PHMA220153230034021200001","2015-01-21","          ","01","영업/정상","13","영업중","          ","          ","          ","02-403-7585","2305.24","          ","","서울특별시 송파구 송이로 148 (가락동)","05829","서울석병원","2026-01-21 10:04:38","I","2026-03-10 22:01:12","병원","210893.646668129    ","443517.490003737    ","병원","29","11","45","2305.240000000","101 105 106 109 110 116","내과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 영상의학과"
"3230000","PHMA220243230034021200005","2024-10-02","          ","01","영업/정상","13","영업중","          ","          ","          ","02-6287-5500","2185.61","          ","서울특별시 송파구 삼전동 72-2 SH타워","서울특별시 송파구 백제고분로 252, SH타워 2~8층 (삼전동)","05584","강철병원","2026-01-21 10:04:04","I","2026-03-10 22:00:42","병원","208267.150895889    ","444458.879184368    ","병원","3","17","49","2185.610000000","116 109 106 105 101","내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
"3230000","PHMA220253230034021200002","2025-12-17","          ","01","영업/정상","13","영업중","          ","          ","          ","02-6011-9119","4312.15","          ","","서울특별시 송파구 마천로 164 (오금동)","05729","시그니처요양병원","2026-03-31 13:20:06","U","2026-04-01 03:03:03","요양병원(일반요양병원)","212081.527971261    ","444598.236691622    ","요양병원(일반요양병원)","30","55","155","4312.150000000","101 102 105 106 120 122 301 306 308","내과, 신경과, 정형외과, 신경외과, 재활의학과, 가정의학과, 한방내과, 한방재활의학과, 침구과"
"3230000","PHMA220253230034021200001","2025-04-25","          ","03","폐업","03","폐업","2026-01-28","2025-10-16","2026-03-31","02-6949-6670","1305.76","          ","서울특별시 송파구 방이동 114-3","서울특별시 송파구 오금로 173, 지하1층~지상6층 (방이동)","05641","송파한성병원","2026-01-29 14:18:22","I","2026-03-10 22:00:49","병원","209993.650236547    ","445282.210026105    ","병원","2","18","43","1305.760000000","122 120 114 106 101","내과, 신경외과, 피부과, 재활의학과, 가정의학과"
"3230000","PHMA220143230034021200001","2014-01-03","          ","01","영업/정상","13","영업중","          ","          ","          ","02-1661-9299","2175.07","          ","서울특별시 송파구 거여동 37 위례빌딩","서울특별시 송파구 오금로 513, 위례빌딩 지하1~2층, 지상2~8층 (거여동)","05768","송파미소병원","2026-05-08 03:43:30","U","2026-05-09 03:03:03","정신병원","212831.033281342    ","443457.104592042    ","정신병원","19","48","201","2175.070000000","103 122","정신건강의학과, 가정의학과"
"3230000","PHMA220223230034021200005","2022-12-22","          ","01","영업/정상","13","영업중","          ","          ","          ","02-1533-1755","2364.01","          ","","서울특별시 송파구 백제고분로 185, 2~9층 (잠실동)","05567","연세우리병원","2026-01-30 11:07:59","I","2026-03-10 22:01:25","병원","207649.560634469    ","444734.861106734    ","병원","19","13","42","2364.010000000","101 105 106 109 116","내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
"3230000","PHMA220193230034021200005","2019-07-01","          ","01","영업/정상","13","영업중","          ","          ","          ","02-2222-8100","4307.51","          ","","서울특별시 송파구 법원로11길 32, 지하2~1층, 지상5~11층,13층 (문정동)","05836","대전대학교서울한방병원","2026-01-21 10:09:16","I","2026-03-10 22:01:20","한방병원","                    ","                    ","한방병원","29","20","54","4307.510000000","101 122 301 302 306 308","내과, 가정의학과, 한방내과, 한방부인과, 한방재활의학과, 침구과"